Name,# Sequences,Description
29,2,1 read from C_rodentium_TCS5 (reversed).fasta mapped to 29 using Bowtie2
29,2,1 read from C_rodentium_TCS6 (reversed).fasta mapped to 29 using Bowtie2
29,2,1 read from C_rodentium_TCS7 (reversed).fasta mapped to 29 using Bowtie2
29,220,219 reads from C_rodentium_TCS8.fasta mapped to 29 using Bowtie2
29,2,1 read from pCR16  PCR Product.fasta mapped to 29 using Bowtie2
29,2,1 read from pCR17 PCR Product.fasta mapped to 29 using Bowtie2
29,2,1 read from pCR21 PCR Product.fasta mapped to 29 using Bowtie2
29,2,1 read from pCR23  PCR Product.fasta mapped to 29 using Bowtie2
30,193,192 reads from C_rodentium_TCS7 (reversed).fasta mapped to 30 using Bowtie2
30,2,1 read from pCR15  PCR Product.fasta mapped to 30 using Bowtie2
30,2,1 read from pCR16  PCR Product.fasta mapped to 30 using Bowtie2
31,2,1 read from C_rodentium_TCS8.fasta mapped to 31 using Bowtie2
31,280,279 reads from E_faecalis_TCS2 (reversed).fasta mapped to 31 using Bowtie2
31,2,1 read from pCR15  PCR Product.fasta mapped to 31 using Bowtie2
31,2,1 read from pCR16  PCR Product.fasta mapped to 31 using Bowtie2
31,3,2 reads from pCR23  PCR Product.fasta mapped to 31 using Bowtie2
31,2,1 read from S_enterica_TCS_ttrSRRIG.fasta mapped to 31 using Bowtie2
32,2,1 read from pCR16  PCR Product.fasta mapped to 32 using Bowtie2
32,2,1 read from pCR21 PCR Product.fasta mapped to 32 using Bowtie2
32,2,1 read from pCR24 PCR Product.fasta mapped to 32 using Bowtie2
32,206,205 reads from Y_enterocolitica_TCS3.fasta mapped to 32 using Bowtie2
33,2,1 read from B_frag_TCS2.fasta mapped to 33 using Bowtie2
33,2,1 read from B_frag_TCS3.fasta mapped to 33 using Bowtie2
33,2,1 read from C_rodentium_TCS5 (reversed).fasta mapped to 33 using Bowtie2
33,2,1 read from C_rodentium_TCS8.fasta mapped to 33 using Bowtie2
33,3,2 reads from C_rodentium_TCS9 (reversed).fasta mapped to 33 using Bowtie2
33,2,1 read from E_faecalis_TCS2 (reversed).fasta mapped to 33 using Bowtie2
33,2,1 read from E_tarda_TCS2 (reversed).fasta mapped to 33 using Bowtie2
33,2,1 read from E_tarda_TCS5 (reversed).fasta mapped to 33 using Bowtie2
33,3,2 reads from E_tarda_TCS7.fasta mapped to 33 using Bowtie2
33,609,608 reads from K_pneumonia_TCS3 (reversed).fasta mapped to 33 using Bowtie2
33,5,4 reads from pCR15  PCR Product.fasta mapped to 33 using Bowtie2
33,3,2 reads from pCR16  PCR Product.fasta mapped to 33 using Bowtie2
33,2,1 read from pCR17 PCR Product.fasta mapped to 33 using Bowtie2
33,8,7 reads from pCR21 PCR Product.fasta mapped to 33 using Bowtie2
33,2,1 read from pCR22  PCR Product.fasta mapped to 33 using Bowtie2
33,3,2 reads from pCR23  PCR Product.fasta mapped to 33 using Bowtie2
33,4,3 reads from pCR24 PCR Product.fasta mapped to 33 using Bowtie2
34,2,1 read from C_rodentium_TCS5 (reversed).fasta mapped to 34 using Bowtie2
34,251,250 reads from C_rodentium_TCS9 (reversed).fasta mapped to 34 using Bowtie2
34,4,3 reads from K_oxytoca_TCS1 (reversed).fasta mapped to 34 using Bowtie2
34,3,2 reads from pCR15  PCR Product.fasta mapped to 34 using Bowtie2
34,2,1 read from pCR16  PCR Product.fasta mapped to 34 using Bowtie2
34,2,1 read from pCR17 PCR Product.fasta mapped to 34 using Bowtie2
34,2,1 read from pCR21 PCR Product.fasta mapped to 34 using Bowtie2
34,2,1 read from pCR23  PCR Product.fasta mapped to 34 using Bowtie2
34,2,1 read from R_gnavus_TCS5 (reversed).fasta mapped to 34 using Bowtie2
34,2,1 read from S_enterica_TCS4.fasta mapped to 34 using Bowtie2
35,63,62 reads from B_frag_TCS3.fasta mapped to 35 using Bowtie2
36,94,93 reads from E_faecalis_TCS2 (reversed).fasta mapped to 36 using Bowtie2
36,2,1 read from pCR16  PCR Product.fasta mapped to 36 using Bowtie2
36,2,1 read from pCR18  PCR Product.fasta mapped to 36 using Bowtie2
36,2,1 read from pCR21 PCR Product.fasta mapped to 36 using Bowtie2
37,2,1 read from C_rodentium_TCS8.fasta mapped to 37 using Bowtie2
37,16,15 reads from C_rodentium_TCS9 (reversed).fasta mapped to 37 using Bowtie2
37,2,1 read from C_rodentium_TCS10 (reversed).fasta mapped to 37 using Bowtie2
37,2,1 read from E_tarda_TCS7.fasta mapped to 37 using Bowtie2
37,223,222 reads from K_oxytoca_TCS1 (reversed).fasta mapped to 37 using Bowtie2
37,3,2 reads from S_enterica_TCS4.fasta mapped to 37 using Bowtie2
38,2,1 read from C_rodentium_TCS7 (reversed).fasta mapped to 38 using Bowtie2
38,519,518 reads from C_rodentium_TCS9 (reversed).fasta mapped to 38 using Bowtie2
38,2,1 read from E_faecalis_TCS2 (reversed).fasta mapped to 38 using Bowtie2
38,2,1 read from E_tarda_TCS2 (reversed).fasta mapped to 38 using Bowtie2
38,2,1 read from E_tarda_TCS7.fasta mapped to 38 using Bowtie2
38,7,6 reads from K_oxytoca_TCS1 (reversed).fasta mapped to 38 using Bowtie2
38,2,1 read from K_pneumonia_TCS3 (reversed).fasta mapped to 38 using Bowtie2
38,3,2 reads from pCR15  PCR Product.fasta mapped to 38 using Bowtie2
38,5,4 reads from pCR16  PCR Product.fasta mapped to 38 using Bowtie2
38,2,1 read from pCR17 PCR Product.fasta mapped to 38 using Bowtie2
38,2,1 read from pCR21 PCR Product.fasta mapped to 38 using Bowtie2
38,2,1 read from pCR24 PCR Product.fasta mapped to 38 using Bowtie2
38,9,8 reads from S_enterica_TCS4.fasta mapped to 38 using Bowtie2
38,3,2 reads from V_cholera_TCS4.fasta mapped to 38 using Bowtie2
39,2,1 read from C_rodentium_TCS1.fasta mapped to 39 using Bowtie2
39,182,181 reads from C_rodentium_TCS4.fasta mapped to 39 using Bowtie2
39,2,1 read from C_rodentium_TCS10 (reversed).fasta mapped to 39 using Bowtie2
39,4,3 reads from K_pneumonia_TCS7.fasta mapped to 39 using Bowtie2
39,2,1 read from pCR15  PCR Product.fasta mapped to 39 using Bowtie2
40,2,1 read from C_rodentium_TCS8.fasta mapped to 40 using Bowtie2
40,3,2 reads from C_rodentium_TCS9 (reversed).fasta mapped to 40 using Bowtie2
40,2,1 read from pCR21 PCR Product.fasta mapped to 40 using Bowtie2
40,2,1 read from S_enterica_TCS_ttrSRRIG.fasta mapped to 40 using Bowtie2
40,2,1 read from V_cholera_TCS2 (reversed).fasta mapped to 40 using Bowtie2
40,224,223 reads from V_cholera_TCS4.fasta mapped to 40 using Bowtie2
41,2,1 read from C_rodentium_TCS9 (reversed).fasta mapped to 41 using Bowtie2
41,2,1 read from C_rodentium_TCS10 (reversed).fasta mapped to 41 using Bowtie2
41,97,96 reads from K_pneumonia_TCS7.fasta mapped to 41 using Bowtie2
42,2,1 read from B_producta_TCS6.fasta mapped to 42 using Bowtie2
42,2,1 read from C_rodentium_TCS7 (reversed).fasta mapped to 42 using Bowtie2
42,2,1 read from C_rodentium_TCS9 (reversed).fasta mapped to 42 using Bowtie2
42,2,1 read from C_rodentium_TCS10 (reversed).fasta mapped to 42 using Bowtie2
42,2,1 read from E_tarda_TCS6.fasta mapped to 42 using Bowtie2
42,3,2 reads from E_tarda_TCS7.fasta mapped to 42 using Bowtie2
42,2,1 read from K_pneumonia_TCS3 (reversed).fasta mapped to 42 using Bowtie2
42,5,4 reads from pCR15  PCR Product.fasta mapped to 42 using Bowtie2
42,6,5 reads from pCR16  PCR Product.fasta mapped to 42 using Bowtie2
42,3,2 reads from pCR17 PCR Product.fasta mapped to 42 using Bowtie2
42,3565,"3,564 reads from pCR21 PCR Product.fasta mapped to 42 using Bowtie2"
42,5,4 reads from pCR22  PCR Product.fasta mapped to 42 using Bowtie2
42,2,1 read from pCR23  PCR Product.fasta mapped to 42 using Bowtie2
42,5,4 reads from pCR24 PCR Product.fasta mapped to 42 using Bowtie2
43,77,76 reads from C_rodentium_TCS5 (reversed).fasta mapped to 43 using Bowtie2
44,102,101 reads from B_frag_TCS3.fasta mapped to 44 using Bowtie2
44,2,1 read from C_rodentium_TCS8.fasta mapped to 44 using Bowtie2
44,2,1 read from C_rodentium_TCS9 (reversed).fasta mapped to 44 using Bowtie2
44,2,1 read from pCR16  PCR Product.fasta mapped to 44 using Bowtie2
44,2,1 read from pCR18  PCR Product.fasta mapped to 44 using Bowtie2
45,2,1 read from C_rodentium_TCS3.fasta mapped to 45 using Bowtie2
45,82,81 reads from C_rodentium_TCS4.fasta mapped to 45 using Bowtie2
45,2,1 read from C_rodentium_TCS9 (reversed).fasta mapped to 45 using Bowtie2
45,2,1 read from C_rodentium_TCS10 (reversed).fasta mapped to 45 using Bowtie2
45,2,1 read from E_faecalis_TCS3 (reversed).fasta mapped to 45 using Bowtie2
45,4,3 reads from K_pneumonia_TCS7.fasta mapped to 45 using Bowtie2
46,2,1 read from K_oxytoca_TCS1 (reversed).fasta mapped to 46 using Bowtie2
46,2,1 read from pCR15  PCR Product.fasta mapped to 46 using Bowtie2
46,4,3 reads from pCR17 PCR Product.fasta mapped to 46 using Bowtie2
46,3,2 reads from pCR21 PCR Product.fasta mapped to 46 using Bowtie2
46,2,1 read from V_cholera_TCS2 (reversed).fasta mapped to 46 using Bowtie2
46,383,382 reads from V_cholera_TCS4.fasta mapped to 46 using Bowtie2
47,50,49 reads from E_faecalis_TCS3 (reversed).fasta mapped to 47 using Bowtie2
48,2,1 read from B_producta_TCS6.fasta mapped to 48 using Bowtie2
48,3,2 reads from C_rodentium_TCS8.fasta mapped to 48 using Bowtie2
48,2,1 read from C_rodentium_TCS10 (reversed).fasta mapped to 48 using Bowtie2
48,2,1 read from E_tarda_TCS2 (reversed).fasta mapped to 48 using Bowtie2
48,3,2 reads from E_tarda_TCS7.fasta mapped to 48 using Bowtie2
48,2,1 read from K_pneumonia_TCS5.fasta mapped to 48 using Bowtie2
48,4,3 reads from pCR16  PCR Product.fasta mapped to 48 using Bowtie2
48,3,2 reads from pCR24 PCR Product.fasta mapped to 48 using Bowtie2
48,365,364 reads from Y_enterocolitica_TCS3.fasta mapped to 48 using Bowtie2
49,302,301 reads from E_tarda_TCS2 (reversed).fasta mapped to 49 using Bowtie2
49,3,2 reads from pCR15  PCR Product.fasta mapped to 49 using Bowtie2
49,2,1 read from pCR21 PCR Product.fasta mapped to 49 using Bowtie2
50,2,1 read from C_rodentium_TCS6 (reversed).fasta mapped to 50 using Bowtie2
50,2,1 read from E_tarda_TCS2 (reversed).fasta mapped to 50 using Bowtie2
50,223,222 reads from K_pneumonia_TCS3 (reversed).fasta mapped to 50 using Bowtie2
50,3,2 reads from pCR15  PCR Product.fasta mapped to 50 using Bowtie2
50,2,1 read from pCR18  PCR Product.fasta mapped to 50 using Bowtie2
50,3,2 reads from pCR22  PCR Product.fasta mapped to 50 using Bowtie2
50,3,2 reads from pCR23  PCR Product.fasta mapped to 50 using Bowtie2
50,2,1 read from pCR24 PCR Product.fasta mapped to 50 using Bowtie2
50,2,1 read from Y_enterocolitica_TCS5.fasta mapped to 50 using Bowtie2
51,2,1 read from B_frag_TCS3.fasta mapped to 51 using Bowtie2
51,2,1 read from C_rodentium_TCS2 (reversed).fasta mapped to 51 using Bowtie2
51,2,1 read from C_rodentium_TCS3.fasta mapped to 51 using Bowtie2
51,363,362 reads from C_rodentium_TCS9 (reversed).fasta mapped to 51 using Bowtie2
51,2,1 read from E_faecalis_TCS2 (reversed).fasta mapped to 51 using Bowtie2
51,8,7 reads from K_oxytoca_TCS1 (reversed).fasta mapped to 51 using Bowtie2
51,2,1 read from K_pneumonia_TCS5.fasta mapped to 51 using Bowtie2
51,2,1 read from pCR15  PCR Product.fasta mapped to 51 using Bowtie2
51,2,1 read from pCR16  PCR Product.fasta mapped to 51 using Bowtie2
51,2,1 read from pCR23  PCR Product.fasta mapped to 51 using Bowtie2
51,2,1 read from pCR24 PCR Product.fasta mapped to 51 using Bowtie2
51,3,2 reads from S_enterica_TCS4.fasta mapped to 51 using Bowtie2
52,2,1 read from C_rodentium_TCS3.fasta mapped to 52 using Bowtie2
52,15,14 reads from C_rodentium_TCS9 (reversed).fasta mapped to 52 using Bowtie2
52,3,2 reads from C_rodentium_TCS10 (reversed).fasta mapped to 52 using Bowtie2
52,223,222 reads from K_oxytoca_TCS1 (reversed).fasta mapped to 52 using Bowtie2
52,2,1 read from K_pneumonia_TCS3 (reversed).fasta mapped to 52 using Bowtie2
52,2,1 read from S_enterica_TCS4.fasta mapped to 52 using Bowtie2
53,80,79 reads from C_rodentium_TCS4.fasta mapped to 53 using Bowtie2
53,2,1 read from E_tarda_TCS7.fasta mapped to 53 using Bowtie2
53,2,1 read from K_pneumonia_TCS7.fasta mapped to 53 using Bowtie2
54,5,4 reads from C_perfringens_TCS2 (reversed).fasta mapped to 54 using Bowtie2
55,2,1 read from pCR18  PCR Product.fasta mapped to 55 using Bowtie2
55,2,1 read from pCR21 PCR Product.fasta mapped to 55 using Bowtie2
55,46,45 reads from S_enterica_TCS1.fasta mapped to 55 using Bowtie2
55,189,188 reads from S_enterica_TCS_ttrSRRIG.fasta mapped to 55 using Bowtie2
56,293,292 reads from C_rodentium_TCS9 (reversed).fasta mapped to 56 using Bowtie2
56,7,6 reads from K_oxytoca_TCS1 (reversed).fasta mapped to 56 using Bowtie2
56,3,2 reads from K_pneumonia_TCS3 (reversed).fasta mapped to 56 using Bowtie2
56,2,1 read from pCR17 PCR Product.fasta mapped to 56 using Bowtie2
56,5,4 reads from S_enterica_TCS4.fasta mapped to 56 using Bowtie2
57,2,1 read from C_rodentium_TCS6 (reversed).fasta mapped to 57 using Bowtie2
57,3,2 reads from C_rodentium_TCS9 (reversed).fasta mapped to 57 using Bowtie2
57,38,37 reads from C_rodentium_TCS10 (reversed).fasta mapped to 57 using Bowtie2
57,3,2 reads from E_tarda_TCS5 (reversed).fasta mapped to 57 using Bowtie2
57,2,1 read from E_tarda_TCS7.fasta mapped to 57 using Bowtie2
57,2,1 read from K_oxytoca_TCS1 (reversed).fasta mapped to 57 using Bowtie2
57,2,1 read from K_pneumonia_TCS7.fasta mapped to 57 using Bowtie2
57,14,13 reads from K_pneumoniae_TCS10.fasta mapped to 57 using Bowtie2
57,3,2 reads from pCR15  PCR Product.fasta mapped to 57 using Bowtie2
57,3,2 reads from pCR16  PCR Product.fasta mapped to 57 using Bowtie2
57,2,1 read from pCR22  PCR Product.fasta mapped to 57 using Bowtie2
57,2,1 read from pCR24 PCR Product.fasta mapped to 57 using Bowtie2
57,424,423 reads from S_enterica_TCS3.fasta mapped to 57 using Bowtie2
58,2,1 read from C_rodentium_TCS6 (reversed).fasta mapped to 58 using Bowtie2
58,303,302 reads from C_rodentium_TCS9 (reversed).fasta mapped to 58 using Bowtie2
58,2,1 read from E_tarda_TCS6.fasta mapped to 58 using Bowtie2
58,2,1 read from E_tarda_TCS7.fasta mapped to 58 using Bowtie2
58,4,3 reads from K_oxytoca_TCS1 (reversed).fasta mapped to 58 using Bowtie2
58,3,2 reads from pCR15  PCR Product.fasta mapped to 58 using Bowtie2
58,3,2 reads from pCR16  PCR Product.fasta mapped to 58 using Bowtie2
58,3,2 reads from pCR21 PCR Product.fasta mapped to 58 using Bowtie2
58,2,1 read from pCR23  PCR Product.fasta mapped to 58 using Bowtie2
58,2,1 read from pCR24 PCR Product.fasta mapped to 58 using Bowtie2
58,2,1 read from S_enterica_TCS_ttrSRRIG.fasta mapped to 58 using Bowtie2
58,2,1 read from Y_enterocolitica_TCS5.fasta mapped to 58 using Bowtie2
59,2,1 read from C_rodentium_TCS8.fasta mapped to 59 using Bowtie2
59,2,1 read from C_rodentium_TCS9 (reversed).fasta mapped to 59 using Bowtie2
59,140,139 reads from C_rodentium_TCS10 (reversed).fasta mapped to 59 using Bowtie2
59,2,1 read from K_pneumonia_TCS5.fasta mapped to 59 using Bowtie2
59,5,4 reads from K_pneumoniae_TCS10.fasta mapped to 59 using Bowtie2
59,2,1 read from pCR15  PCR Product.fasta mapped to 59 using Bowtie2
59,3,2 reads from pCR16  PCR Product.fasta mapped to 59 using Bowtie2
59,2,1 read from pCR17 PCR Product.fasta mapped to 59 using Bowtie2
59,2,1 read from pCR22  PCR Product.fasta mapped to 59 using Bowtie2
59,2,1 read from pCR23  PCR Product.fasta mapped to 59 using Bowtie2
59,2,1 read from V_cholera_TCS2 (reversed).fasta mapped to 59 using Bowtie2
60,2,1 read from C_rodentium_TCS9 (reversed).fasta mapped to 60 using Bowtie2
60,39,38 reads from E_faecalis_TCS2 (reversed).fasta mapped to 60 using Bowtie2
60,2,1 read from pCR23  PCR Product.fasta mapped to 60 using Bowtie2
61,7,6 reads from C_rodentium_TCS9 (reversed).fasta mapped to 61 using Bowtie2
61,2,1 read from E_tarda_TCS5 (reversed).fasta mapped to 61 using Bowtie2
61,187,186 reads from K_oxytoca_TCS1 (reversed).fasta mapped to 61 using Bowtie2
61,2,1 read from pCR15  PCR Product.fasta mapped to 61 using Bowtie2
61,2,1 read from pCR23  PCR Product.fasta mapped to 61 using Bowtie2
62,31,30 reads from C_rodentium_TCS5 (reversed).fasta mapped to 62 using Bowtie2
63,10,9 reads from C_rodentium_TCS11 (reversed).fasta mapped to 63 using Bowtie2
64,70,69 reads from E_faecalis_TCS2 (reversed).fasta mapped to 64 using Bowtie2
64,2,1 read from pCR22  PCR Product.fasta mapped to 64 using Bowtie2
65,2,1 read from E_tarda_TCS6.fasta mapped to 65 using Bowtie2
65,2,1 read from E_tarda_TCS7.fasta mapped to 65 using Bowtie2
65,2,1 read from K_pneumoniae_TCS10.fasta mapped to 65 using Bowtie2
65,2,1 read from pCR15  PCR Product.fasta mapped to 65 using Bowtie2
65,2,1 read from pCR21 PCR Product.fasta mapped to 65 using Bowtie2
65,247,246 reads from S_enterica_TCS1.fasta mapped to 65 using Bowtie2
65,124,123 reads from S_enterica_TCS_ttrSRRIG.fasta mapped to 65 using Bowtie2
65,3,2 reads from V_cholera_TCS4.fasta mapped to 65 using Bowtie2
65,2,1 read from Y_enterocolitica_TCS2.fasta mapped to 65 using Bowtie2
66,2,1 read from C_rodentium_TCS10 (reversed).fasta mapped to 66 using Bowtie2
66,60,59 reads from E_faecalis_TCS2 (reversed).fasta mapped to 66 using Bowtie2
66,2,1 read from pCR21 PCR Product.fasta mapped to 66 using Bowtie2
66,2,1 read from pCR22  PCR Product.fasta mapped to 66 using Bowtie2
67,3,2 reads from C_rodentium_TCS7 (reversed).fasta mapped to 67 using Bowtie2
67,2,1 read from C_rodentium_TCS10 (reversed).fasta mapped to 67 using Bowtie2
67,359,358 reads from E_tarda_TCS2 (reversed).fasta mapped to 67 using Bowtie2
67,2,1 read from K_pneumoniae_TCS10.fasta mapped to 67 using Bowtie2
67,2,1 read from pCR17 PCR Product.fasta mapped to 67 using Bowtie2
67,2,1 read from pCR18  PCR Product.fasta mapped to 67 using Bowtie2
68,3,2 reads from C_rodentium_TCS6 (reversed).fasta mapped to 68 using Bowtie2
68,2,1 read from C_rodentium_TCS9 (reversed).fasta mapped to 68 using Bowtie2
68,485,484 reads from C_rodentium_TCS10 (reversed).fasta mapped to 68 using Bowtie2
68,5,4 reads from E_tarda_TCS6.fasta mapped to 68 using Bowtie2
68,2,1 read from E_tarda_TCS7.fasta mapped to 68 using Bowtie2
68,2,1 read from K_oxytoca_TCS1 (reversed).fasta mapped to 68 using Bowtie2
68,2,1 read from K_pneumonia_TCS3 (reversed).fasta mapped to 68 using Bowtie2
68,2,1 read from K_pneumonia_TCS7.fasta mapped to 68 using Bowtie2
68,10,9 reads from K_pneumoniae_TCS10.fasta mapped to 68 using Bowtie2
68,2,1 read from pCR15  PCR Product.fasta mapped to 68 using Bowtie2
68,2,1 read from pCR16  PCR Product.fasta mapped to 68 using Bowtie2
68,2,1 read from pCR17 PCR Product.fasta mapped to 68 using Bowtie2
68,6,5 reads from pCR18  PCR Product.fasta mapped to 68 using Bowtie2
68,9,8 reads from pCR21 PCR Product.fasta mapped to 68 using Bowtie2
68,3,2 reads from pCR22  PCR Product.fasta mapped to 68 using Bowtie2
68,4,3 reads from pCR23  PCR Product.fasta mapped to 68 using Bowtie2
68,5,4 reads from pCR24 PCR Product.fasta mapped to 68 using Bowtie2
68,6,5 reads from S_enterica_TCS3.fasta mapped to 68 using Bowtie2
68,2,1 read from Y_enterocolitica_TCS5.fasta mapped to 68 using Bowtie2
69,2,1 read from C_rodentium_TCS3.fasta mapped to 69 using Bowtie2
69,220,219 reads from C_rodentium_TCS9 (reversed).fasta mapped to 69 using Bowtie2
69,5,4 reads from K_oxytoca_TCS1 (reversed).fasta mapped to 69 using Bowtie2
69,2,1 read from pCR15  PCR Product.fasta mapped to 69 using Bowtie2
69,2,1 read from pCR16  PCR Product.fasta mapped to 69 using Bowtie2
69,2,1 read from pCR17 PCR Product.fasta mapped to 69 using Bowtie2
69,3,2 reads from pCR21 PCR Product.fasta mapped to 69 using Bowtie2
69,3,2 reads from pCR22  PCR Product.fasta mapped to 69 using Bowtie2
69,5,4 reads from S_enterica_TCS4.fasta mapped to 69 using Bowtie2
70,252,251 reads from B_producta_TCS6.fasta mapped to 70 using Bowtie2
70,2,1 read from C_rodentium_TCS8.fasta mapped to 70 using Bowtie2
70,3,2 reads from pCR15  PCR Product.fasta mapped to 70 using Bowtie2
70,2,1 read from pCR24 PCR Product.fasta mapped to 70 using Bowtie2
70,3,2 reads from S_enterica_TCS_ttrSRRIG.fasta mapped to 70 using Bowtie2
71,70,69 reads from C_rodentium_TCS5 (reversed).fasta mapped to 71 using Bowtie2
71,2,1 read from E_tarda_TCS7.fasta mapped to 71 using Bowtie2
71,2,1 read from pCR16  PCR Product.fasta mapped to 71 using Bowtie2
72,2,1 read from B_producta_TCS6.fasta mapped to 72 using Bowtie2
72,2,1 read from C_rodentium_TCS2 (reversed).fasta mapped to 72 using Bowtie2
72,2,1 read from C_rodentium_TCS6 (reversed).fasta mapped to 72 using Bowtie2
72,2,1 read from C_rodentium_TCS8.fasta mapped to 72 using Bowtie2
72,4,3 reads from C_rodentium_TCS9 (reversed).fasta mapped to 72 using Bowtie2
72,2,1 read from E_faecalis_TCS3 (reversed).fasta mapped to 72 using Bowtie2
72,3,2 reads from E_tarda_TCS6.fasta mapped to 72 using Bowtie2
72,2,1 read from E_tarda_TCS7.fasta mapped to 72 using Bowtie2
72,3,2 reads from K_pneumonia_TCS3 (reversed).fasta mapped to 72 using Bowtie2
72,5,4 reads from pCR15  PCR Product.fasta mapped to 72 using Bowtie2
72,8,7 reads from pCR16  PCR Product.fasta mapped to 72 using Bowtie2
72,3,2 reads from pCR17 PCR Product.fasta mapped to 72 using Bowtie2
72,121,120 reads from pCR18  PCR Product.fasta mapped to 72 using Bowtie2
72,7,6 reads from pCR21 PCR Product.fasta mapped to 72 using Bowtie2
72,303,302 reads from pCR22  PCR Product.fasta mapped to 72 using Bowtie2
72,269,268 reads from pCR23  PCR Product.fasta mapped to 72 using Bowtie2
72,8402,"8,401 reads from pCR24 PCR Product.fasta mapped to 72 using Bowtie2"
72,2,1 read from S_enterica_TCS1.fasta mapped to 72 using Bowtie2
72,2,1 read from V_cholera_TCS4.fasta mapped to 72 using Bowtie2
72,2,1 read from Y_enterocolitica_TCS5.fasta mapped to 72 using Bowtie2
73,2,1 read from C_rodentium_TCS6 (reversed).fasta mapped to 73 using Bowtie2
73,4,3 reads from C_rodentium_TCS9 (reversed).fasta mapped to 73 using Bowtie2
73,4,3 reads from C_rodentium_TCS10 (reversed).fasta mapped to 73 using Bowtie2
73,2,1 read from E_faecalis_TCS2 (reversed).fasta mapped to 73 using Bowtie2
73,2,1 read from K_pneumonia_TCS3 (reversed).fasta mapped to 73 using Bowtie2
73,2,1 read from K_pneumoniae_TCS10.fasta mapped to 73 using Bowtie2
73,2964,"2,963 reads from pCR15  PCR Product.fasta mapped to 73 using Bowtie2"
73,280,279 reads from pCR16  PCR Product.fasta mapped to 73 using Bowtie2
73,2,1 read from pCR17 PCR Product.fasta mapped to 73 using Bowtie2
73,4,3 reads from pCR18  PCR Product.fasta mapped to 73 using Bowtie2
73,7,6 reads from pCR21 PCR Product.fasta mapped to 73 using Bowtie2
73,3,2 reads from pCR22  PCR Product.fasta mapped to 73 using Bowtie2
73,5,4 reads from pCR24 PCR Product.fasta mapped to 73 using Bowtie2
73,4,3 reads from Y_enterocolitica_TCS3.fasta mapped to 73 using Bowtie2
74,128,127 reads from K_pneumonia_TCS3 (reversed).fasta mapped to 74 using Bowtie2
74,2,1 read from pCR21 PCR Product.fasta mapped to 74 using Bowtie2
75,2,1 read from C_rodentium_TCS4.fasta mapped to 75 using Bowtie2
75,2,1 read from C_rodentium_TCS9 (reversed).fasta mapped to 75 using Bowtie2
75,2,1 read from C_rodentium_TCS10 (reversed).fasta mapped to 75 using Bowtie2
75,204,203 reads from E_tarda_TCS4 (reversed).fasta mapped to 75 using Bowtie2
75,2,1 read from K_pneumonia_TCS3 (reversed).fasta mapped to 75 using Bowtie2
76,2,1 read from C_rodentium_TCS6 (reversed).fasta mapped to 76 using Bowtie2
76,18,17 reads from C_rodentium_TCS9 (reversed).fasta mapped to 76 using Bowtie2
76,2,1 read from E_faecalis_TCS2 (reversed).fasta mapped to 76 using Bowtie2
76,245,244 reads from K_oxytoca_TCS1 (reversed).fasta mapped to 76 using Bowtie2
76,2,1 read from pCR15  PCR Product.fasta mapped to 76 using Bowtie2
76,2,1 read from pCR24 PCR Product.fasta mapped to 76 using Bowtie2
76,2,1 read from S_enterica_TCS4.fasta mapped to 76 using Bowtie2
77,2,1 read from B_frag_TCS3.fasta mapped to 77 using Bowtie2
77,144,143 reads from V_cholera_TCS2 (reversed).fasta mapped to 77 using Bowtie2
78,2,1 read from K_pneumonia_TCS7.fasta mapped to 78 using Bowtie2
78,247,246 reads from K_pneumonia_TCS9 (reversed).fasta mapped to 78 using Bowtie2
78,2,1 read from pCR15  PCR Product.fasta mapped to 78 using Bowtie2
78,3,2 reads from pCR17 PCR Product.fasta mapped to 78 using Bowtie2
78,2,1 read from pCR22  PCR Product.fasta mapped to 78 using Bowtie2
79,2,1 read from B_frag_TCS3.fasta mapped to 79 using Bowtie2
79,2,1 read from C_rodentium_TCS8.fasta mapped to 79 using Bowtie2
79,3,2 reads from C_rodentium_TCS9 (reversed).fasta mapped to 79 using Bowtie2
79,6,5 reads from C_rodentium_TCS10 (reversed).fasta mapped to 79 using Bowtie2
79,2,1 read from E_faecalis_TCS2 (reversed).fasta mapped to 79 using Bowtie2
79,2,1 read from E_tarda_TCS6.fasta mapped to 79 using Bowtie2
79,2,1 read from E_tarda_TCS7.fasta mapped to 79 using Bowtie2
79,2,1 read from K_oxytoca_TCS1 (reversed).fasta mapped to 79 using Bowtie2
79,4,3 reads from K_pneumonia_TCS3 (reversed).fasta mapped to 79 using Bowtie2
79,2,1 read from K_pneumonia_TCS5.fasta mapped to 79 using Bowtie2
79,2,1 read from K_pneumonia_TCS7.fasta mapped to 79 using Bowtie2
79,2,1 read from K_pneumonia_TCS9 (reversed).fasta mapped to 79 using Bowtie2
79,3,2 reads from K_pneumoniae_TCS10.fasta mapped to 79 using Bowtie2
79,5,4 reads from pCR15  PCR Product.fasta mapped to 79 using Bowtie2
79,6,5 reads from pCR16  PCR Product.fasta mapped to 79 using Bowtie2
79,3,2 reads from pCR17 PCR Product.fasta mapped to 79 using Bowtie2
79,3,2 reads from pCR18  PCR Product.fasta mapped to 79 using Bowtie2
79,4203,"4,202 reads from pCR21 PCR Product.fasta mapped to 79 using Bowtie2"
79,2,1 read from pCR23  PCR Product.fasta mapped to 79 using Bowtie2
79,2,1 read from pCR24 PCR Product.fasta mapped to 79 using Bowtie2
